loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.5601450204849243,0.9290000200271606,0.07685340195894241,0.9787499904632568
0.059457726776599884,0.981333315372467,0.07291058450937271,0.9786666631698608
0.03919186070561409,0.9877291917800903,0.06536349654197693,0.9819166660308838
0.030668633058667183,0.9905416369438171,0.07337900251150131,0.981083333492279
0.028463445603847504,0.9908333420753479,0.08823595941066742,0.9782500267028809
